0 0
1.0101 0
2.0202 0
3.0303 0
4.0404 0
5.05051 0
6.06061 0
7.07071 0
8.08081 0
9.09091 0
10.101 0
11.1111 0
12.1212 0
13.1313 0
14.1414 0
15.1515 0
16.1616 0
17.1717 0
18.1818 0
19.1919 0
20.202 0
21.2121 0
22.2222 0
23.2323 4.08281e-06
24.2424 0.000229658
25.2525 0.00080023
26.2626 0.0017158
27.2727 0.00297637
28.2828 0.00458193
29.2929 0.00653249
30.303 0.00882805
31.3131 0.0114686
32.3232 0.0144542
33.3333 0.0177847
34.3434 0.0214603
35.3535 0.0254808
36.3636 0.0298463
37.3737 0.0345569
38.3838 0.0396124
39.3939 0.045013
40.404 0.0507585
41.4141 0.056849
42.4242 0.0632846
43.4343 0.0700651
44.4444 0.0771906
45.4545 0.0846611
46.4646 0.0924766
47.4747 0.100637
48.4848 0.109143
49.4949 0.117993
50.5051 0.127189
51.5152 0.136729
52.5253 0.146615
53.5354 0.156845
54.5455 0.167421
55.5556 0.178341
56.5657 0.189607
57.5758 0.201217
58.5859 0.213173
59.596 0.225473
60.6061 0.238119
61.6162 0.251109
62.6263 0.264445
63.6364 0.278125
64.6465 0.29215
65.6566 0.306521
66.6667 0.321236
67.6768 0.336297
68.6869 0.351702
69.697 0.367453
70.7071 0.383548
71.7172 0.399989
72.7273 0.416774
73.7374 0.433905
74.7475 0.45138
75.7576 0.4692
76.7677 0.487366
77.7778 0.505876
78.7879 0.524732
79.798 0.543932
80.8081 0.563478
81.8182 0.583368
82.8283 0.603603
83.8384 0.624184
84.8485 0.645109
85.8586 0.66638
86.8687 0.687995
87.8788 0.709955
88.8889 0.732261
89.899 0.754911
90.9091 0.777907
91.9192 0.801247
92.9293 0.824932
93.9394 0.848963
94.9495 0.873338
95.9596 0.898059
96.9697 0.923124
97.9798 0.948534
98.9899 0.97429
100 1
