0 0
5.83279 0.26797
11.6656 0.461578
17.4984 0.588633
23.3312 0.658748
29.164 0.681536
34.9968 0.666607
40.8296 0.623576
46.6623 0.562053
52.4951 0.491653
58.3279 0.421924
64.1607 0.358722
69.9935 0.302169
75.8263 0.251896
81.6591 0.207534
87.4919 0.168712
93.3247 0.135061
99.1575 0.106211
104.99 0.0817933
110.823 0.0614379
116.656 0.0447753
122.489 0.0314357
128.321 0.0210496
134.154 0.0132475
139.987 0.0076597
145.82 0.00391664
151.653 0.00164873
157.485 0.000486386
163.318 6.00048e-05
169.151 0
