0 0
1.0101 0
2.0202 0
3.0303 0
4.0404 0
5.05051 0
6.06061 0
7.07071 0
8.08081 0.000106305
9.09091 0.00137771
10.101 0.00408635
11.1111 0.00823224
12.1212 0.0138154
13.1313 0.0208357
14.1414 0.0292933
15.1515 0.0391882
16.1616 0.0505202
17.1717 0.0632896
18.1818 0.0774961
19.1919 0.0931399
20.202 0.110221
21.2121 0.128739
22.2222 0.148695
23.2323 0.170063
24.2424 0.19154
25.2525 0.212384
26.2626 0.232596
27.2727 0.252175
28.2828 0.271121
29.2929 0.289435
30.303 0.307117
31.3131 0.324166
32.3232 0.340583
33.3333 0.356367
34.3434 0.371518
35.3535 0.386037
36.3636 0.399923
37.3737 0.413177
38.3838 0.425799
39.3939 0.437788
40.404 0.449144
41.4141 0.459868
42.4242 0.469959
43.4343 0.479418
44.4444 0.488244
45.4545 0.496438
46.4646 0.503999
47.4747 0.510928
48.4848 0.517224
49.4949 0.522888
50.5051 0.527919
51.5152 0.532318
52.5253 0.536084
53.5354 0.539218
54.5455 0.541719
55.5556 0.543587
56.5657 0.544823
57.5758 0.545427
58.5859 0.545398
59.596 0.544736
60.6061 0.543442
61.6162 0.541516
62.6263 0.538957
63.6364 0.535765
64.6465 0.531941
65.6566 0.527484
66.6667 0.522395
67.6768 0.516674
68.6869 0.510319
69.697 0.503333
70.7071 0.495714
71.7172 0.487462
72.7273 0.478578
73.7374 0.469061
74.7475 0.458911
75.7576 0.44813
76.7677 0.436715
77.7778 0.424668
78.7879 0.411989
79.798 0.398677
80.8081 0.384733
81.8182 0.370156
82.8283 0.354946
83.8384 0.339104
84.8485 0.32263
85.8586 0.305523
86.8687 0.287783
87.8788 0.269411
88.8889 0.250407
89.899 0.230769
90.9091 0.2105
91.9192 0.189598
92.9293 0.168063
93.9394 0.145896
94.9495 0.123096
95.9596 0.0996639
96.9697 0.0755992
97.9798 0.0509019
98.9899 0.0255721
100 0
