0 0
1.0101 0.00554155
2.0202 0.0226162
3.0303 0.0512263
4.0404 0.0913718
5.05051 0.143053
6.06061 0.206269
7.07071 0.28102
8.08081 0.365922
9.09091 0.44718
10.101 0.521248
11.1111 0.588126
12.1212 0.647814
13.1313 0.700312
14.1414 0.74562
15.1515 0.783738
16.1616 0.814666
17.1717 0.838404
18.1818 0.854952
19.1919 0.864311
20.202 0.866479
21.2121 0.861457
22.2222 0.849246
23.2323 0.829933
24.2424 0.808231
25.2525 0.786816
26.2626 0.765689
27.2727 0.744849
28.2828 0.724297
29.2929 0.704032
30.303 0.684055
31.3131 0.664365
32.3232 0.644963
33.3333 0.625849
34.3434 0.607022
35.3535 0.588482
36.3636 0.57023
37.3737 0.552266
38.3838 0.534589
39.3939 0.517199
40.404 0.500097
41.4141 0.483283
42.4242 0.466756
43.4343 0.450517
44.4444 0.434565
45.4545 0.418901
46.4646 0.403524
47.4747 0.388435
48.4848 0.373633
49.4949 0.359119
50.5051 0.344892
51.5152 0.330953
52.5253 0.317301
53.5354 0.303937
54.5455 0.290861
55.5556 0.278072
56.5657 0.26557
57.5758 0.253356
58.5859 0.241429
59.596 0.22979
60.6061 0.218439
61.6162 0.207375
62.6263 0.196599
63.6364 0.18611
64.6465 0.175908
65.6566 0.165995
66.6667 0.156368
67.6768 0.147029
68.6869 0.137978
69.697 0.129214
70.7071 0.120738
71.7172 0.11255
72.7273 0.104648
73.7374 0.0970347
74.7475 0.0897086
75.7576 0.08267
76.7677 0.0759189
77.7778 0.0694553
78.7879 0.0632793
79.798 0.0573907
80.8081 0.0517897
81.8182 0.0464763
82.8283 0.0414503
83.8384 0.0367119
84.8485 0.032261
85.8586 0.0280976
86.8687 0.0242217
87.8788 0.0206334
88.8889 0.0173326
89.899 0.0143193
90.9091 0.0115935
91.9192 0.00915524
92.9293 0.00700451
93.9394 0.00514131
94.9495 0.00356563
95.9596 0.00227747
96.9697 0.00127683
97.9798 0.000563716
98.9899 0.000138125
100 0
